company,quarter,primary_industry,question,answer,summary,question_LM_Positive,question_LM_Negative,question_LM_Polarity,question_LM_Subjectivity,question_HIV4_Positive,question_HIV4_Negative,question_HIV4_Polarity,question_HIV4_Subjectivity,answer_LM_Positive,answer_LM_Negative,answer_LM_Polarity,answer_LM_Subjectivity,answer_HIV4_Positive,answer_HIV4_Negative,answer_HIV4_Polarity,answer_HIV4_Subjectivity,question_Uncertainty,question_Litigious,question_Constraining,answer_Uncertainty,answer_Litigious,answer_Constraining
"ACI Worldwide, Inc.",Q3 2023,Technology and Communications,"Can you point more to some of the dynamics that give you confidence in 7% to 9% growth in 2024, given that there have been a little bit relatively soft ARR bookings here today?","I would turn back to the comments I made in my prepared remarks. Really, if you look at the underlying recurring revenue of the business, that's going to be the base layer of next year's revenue. That is up 8% year-to-date, getting stronger here in the second half, 10% in Q3. So that's really the base rate of revenue growth we have going into next year. And then just the overall visibility, especially on the bank side, the renewal book for next year, and then the third layer would be net new business. So, what's the maturity of the pipeline? So, on the bank side in a part of the merchant business, it's really less about the ARR bookings and more about the license and services sales. But again, it's the install base, the recurring revenue growth that we're seeing that really carries us in and gives us confidence in next year.   Yeah, and I'll just add one thing, Ali, and Scott alluded to it, but the ARR bookings that we've had over the last 12 to 18 months is what is going to drive the increase in revenue next year. And we have very good visibility to the ramp pattern and the implementations for those.","The speaker expresses confidence in achieving 7% to 9% growth in 2024 due to a solid base of recurring revenue, which has increased by 8% year-to-date and 10% in Q3, along with strong visibility on renewals and new business opportunities. They emphasize that past ARR bookings will significantly contribute to next year's revenue growth.",1,0,0.999999,0.09999999,4,2,0.333333278,0.59999994,2,0,0.9999995,0.029411764,5,4,0.111111099,0.132352939,0,0,0,0,0,0
"ACI Worldwide, Inc.",Q3 2023,Technology and Communications,We saw a big step up in biller revenue that have interchanged this quarter. Were there any dynamics in the period that you might consider one time or do you view this level of growth as sustainable in the near term future?,"Yeah, no, I think, especially if you look at the comp, you know, last year Q3 was the quarter where we really saw the issues with the interchange impacted by some of the inflation in the utility segment, you know, jump to this year. And we've gone through, you know, about 12 plus months of improvement programs, various initiatives, whether it's repricing, or the overall cost to get the interchange down. So I think what you're seeing in that, the net revenue growing faster than gross revenue in Biller is a function of all those initiatives that we've had. And so we continue to have more initiatives. We continue to monitor that. But I think what that's showing in the actual results is the success of what we've done here over the last 12 months.","The increase in biller revenue this quarter is attributed to successful initiatives over the past year, particularly in response to previous challenges in the interchange due to inflation. The growth is viewed as sustainable, supported by ongoing improvements and monitoring.",0,0,0,0,2,0,0.9999995,0.117647052,2,0,0.9999995,0.037735848,9,4,0.384615355,0.245283014,1,0,0,0,0,0
"ACI Worldwide, Inc.",Q3 2023,Technology and Communications,"Tom, you touched on the incremental market in the bank segment that you're going after. Maybe touch on some of the more immediate opportunities there. What are some of the areas of investments? And when can we expect to see the impact on the P&L?","Yeah, sure. So I was talking about the – we tend to call it the mid-tier financial institutions, and that's probably not quite the right terminology because historically ACI has had tremendous success And we enjoy a strong market presence in the mega banks, the very, very large banks, over $250 billion in assets around the world. And we continue to have that. We continue to grow there. But what I was talking about is just slightly smaller. So I'm not talking about small financial institutions by any means. I'm talking about the tier that goes from roughly $50 billion to $250 billion. So these are still massive institutions. But what we're seeing is, that those institutions are equally interested in what we can provide. They want the very high reliability. They want the proven capabilities, the ability to scale. They want all that. But those institutions tend to be more open to or interested in a SaaS delivery model and or a cloud delivery model. And so that's where we're seeing even more demand that we believe we can do an even better job of fulfilling over the coming years. And so it's the same types of offerings. We've already made a lot of investment there. We can deliver virtually all of our products using cloud tools and technologies and infrastructures today. And we continue to make investments to make them work even better. and to make them work a little bit better for that next tier down. But we're going to continue to do that. It's part of the modernization journey that we've talked about for a long time. But we're just seeing – the point I was trying to make was that those investments, they're already yielding results because that is one of the places that the recurring revenue strength is coming from, is that tier. We've already sold business. It's ramping up, and it's performance.","Tom discusses ACI's focus on mid-tier financial institutions (those with $50 billion to $250 billion in assets) as a growing market opportunity, highlighting their interest in SaaS and cloud delivery models. Investments in this area are already yielding positive results and contributing to recurring revenue growth.",1,0,0.999999,0.055555552,1,0,0.999999,0.055555552,7,1,0.749999906,0.06557377,32,4,0.777777756,0.295081965,1,0,0,3,0,0
"ACI Worldwide, Inc.",Q3 2023,Technology and Communications,And any comment on the performance of your real-time payment business in Q3 and anything to add on the outlook for next year there?,"Sure, sure. I mean, we're continuing to see growth in every region in real-time payments. Its volumes are strong. I know that a lot of people are interested, and I'm interested, frankly, in FedNow volumes because obviously there's been a lot of marketing done. And at the recent CYBOS conference in Toronto, there was tons of discussion. That was shortly after the launch of FedNow. The Fed's done an excellent job of marketing. But as expected, and I think I said this on the last call, As expected, volumes in FedNow are very low. And that is not a surprise. No one expected them to ramp real quickly. So no surprise at all. But what we are seeing is a significant pipeline of financial institutions that are coming on board to be ready to handle FedNow transactions. So we have over 100 institutions financial institutions that already are able to participate in the FedNow through using our tools. And there are hundreds more that are in the pipeline through directly with us and with partners that use our technology. So that's the U.S. side volumes on FedNow relatively low. We have seen an increase in the clearinghouse RTP utilizations. And I think that's largely due to the the the attention that's been drawn to real-time payments generally because of the Fed Fed marketing and And that's great, but still relatively small volumes in the u.s But other parts of the world are seeing much more significant growth and we expect that to continue","The real-time payment business is experiencing growth across all regions, with strong volumes, although FedNow's transaction volumes remain low as expected following its recent launch. However, there is a significant pipeline of financial institutions preparing to adopt FedNow, while other global markets are seeing more substantial growth in real-time payments.",0,0,0,0,0,0,0,0,2,0,0.9999995,0.019230769,19,3,0.727272694,0.21153846,0,0,0,0,0,0
"ACI Worldwide, Inc.",Q3 2023,Technology and Communications,"As we think about the go-forward run rate for Biller, could you talk about the degree to which the outperformance relative to the 7% and 9% target this quarter was driven by easier comps versus the layering on of new deals and incremental recurring revenue? And if you know, maybe an accelerated pace of onboarding could lead to either outperformance or performance towards the higher end, that 7% to 9% target going forward?","I don't think – when I referred to the comps on the earlier question, it really wasn't about the top-line growth of the biller business. That came in at 11%. in the quarter. It was more around the interchange improvement. So, if you look at a net of interchange, it accelerated, and that was off of a tough comp last year because we had a lot higher interchange impact. So, I would say the business isn't going to continue to grow at an 11% rate. I would look at it more in the upper single digits going forward. So, we did have a large customer go live here in 2023, but that customer is not fully ramped. That should fully ramp in early 2024. So that's really, when we look at 2024, that's a part of our comfort in the 7% to 9% in total is business that we've already sold and it's either live and ramping or will go live in relatively short order. So when we look at it, and that's not just Biller, it's across the whole business, is It's really business that's already sold in live or business that's sold in ramping. So very little reliance next year on business that has to be kind of sold in year and converted in year. So that's where we're getting our comfort in the seven to nine for next year.","The outperformance of Biller's growth this quarter was primarily driven by improved interchange rather than easier comparisons, with an expected growth rate in the upper single digits going forward. Future performance is supported by existing deals that are either live or ramping up, rather than relying on new sales.",4,0,0.99999975,0.133333329,4,1,0.59999988,0.166666661,1,1,0,0.024096385,7,2,0.555555494,0.108433734,3,0,0,0,0,0
"ACI Worldwide, Inc.",Q3 2023,Technology and Communications,You had alluded to some investments you're making in order to pursue some new revenue initiatives. Could you maybe double-click on that a little bit and provide some specifics on areas where you are investing as well as any potential impact on the P&L?,"Yeah, I would say that maybe I'd ask the second question first. It's not what I call incremental to our run rate of spend. It's a reprioritization of what we are spending, and it's going to be targeted – predominantly towards the bank segment, kind of the tier that Tom's talking about in developing payment hub capabilities, where we're seeing a lot of demand, not just in that next tier of banks, but also our global install base is looking for hub capabilities. And so it's going to be predominantly in the bank segment hub capabilities, and you're not going to see a significant increase in expense versus our current run rate. It's going to be a reprioritization of what we're spending today on R&D.   Yeah, we call that, Charles, we call that intelligent payments orchestration. You've probably heard me say those words a couple of times. And the industry tends to talk about it as a payments hub and how do we help our clients manage all varieties of payments, ensure that they are handled with scalability, reliability, that they have the ability to route them correctly, process them very efficiently, offer new services. And ACI is, of course, extremely well positioned to take advantage of that across the industry because of the installed base we have, the reputation that we have, and the absolutely proven nature of our software product. So we're clearly well positioned, but that is – by our estimation, the fastest growing portion of the banking business, banking payments software business worldwide. And so that's true across all sized segments of the market and all geographies. But then when you layer on the opportunity with that next tier","The company is reallocating its spending towards developing payment hub capabilities primarily for the bank segment, rather than increasing overall expenses. This strategy aims to enhance their offerings in intelligent payments orchestration, capitalizing on growing demand across various banking tiers and geographies.",0,0,0,0,3,2,0.19999996,0.227272717,5,1,0.666666556,0.049180327,22,5,0.629629606,0.221311474,2,0,0,2,0,0
"ACI Worldwide, Inc.",Q2 2023,Technology and Communications,"We had a question about, I know you touched on the merchant segment, but with revenue being kind of slottish, we wondered if you could go over some of the solutions and geographies where you're expecting to have success in this segment over the next two years. And do you expect accelerating growth over the next four quarters?","Yes, Allie. This is Scott. The short answer is accelerating growth. And we kind of had signaled that when we came out of our first quarter call. that we'd be about, you know, we were negative first quarter. Second quarter was about flat, slightly positive in terms of dollars, and that we would exit the year in kind of that mid-to-upper single digits growth. The merchant business is actually pretty heavily weighted to international markets, and so I would expect that that growth is predominantly going to come from international markets over the next couple years.","The question inquired about expected success in the merchant segment and growth projections for the next two years. The answer confirmed anticipated accelerating growth, particularly in international markets, with a forecast of mid-to-upper single-digit growth by year-end.",1,1,0,0.111111105,5,1,0.666666556,0.333333315,1,1,0,0.057142856,7,2,0.555555494,0.25714285,1,0,0,0,0,0
"ACI Worldwide, Inc.",Q2 2023,Technology and Communications,"I know you were interim CEO for a while. Now you're permanent CEO. It sounds like you've got plenty of wood to chop, but just wondering if you're contemplating any other kind of major shifts or changes or updates to the business model.","Yeah, thanks. Thanks, Joseph. I appreciate all those comments. So as I've said a few times, and I definitely want to reiterate that I think ACI's strategy is solid. And I think the team is solid. I think the business model is solid. So you shouldn't expect to see major shifts anytime soon because we just don't need them. But what I am focused on is making sure that we are concentrating our investments and efforts in areas that are going to deliver results as fast as possible. So one example, of course, being what we've been talking about in our biller segment, we had some challenges but big opportunities, and we've been laser-focused. We brought in new leaders for that space, and it's really performing well. So there's one example. But you're getting back to your actual question. I do not anticipate major shifts It'll be more about focus and ensuring that we are concentrating in areas that are going to deliver results fast.","The CEO confirmed that while there won't be major changes to ACI's business model, the focus will be on optimizing investments and efforts in key areas, particularly in the biller segment, to drive quick results. The overall strategy and team are solid, so significant shifts are not anticipated.",1,0,0.999999,0.049999998,6,0,0.999999833,0.299999985,1,2,-0.333333222,0.04054054,8,4,0.333333306,0.16216216,0,0,0,2,0,0
"ACI Worldwide, Inc.",Q2 2023,Technology and Communications,"I wanted to focus specifically on Biller. Obviously, there's been a platform change. You had recent wins of some good size. You mentioned that you had another large win post quarter. So I wondered if you could just go through win rates and sort of opportunity sets that you're seeing in Biller relative to maybe several months ago.","Well, we haven't published this, Scott. published, at least at this point, you know, what our win rates are. But you're right. I mean, we have had, you know, success. What we haven't seen yet this year is some of the impact of some of the bigger go-lives that we're going to see here in the second half on deals we sold last year. So, you know, I think the upside in Miller is kind of yet to come in terms of the performance. And, again, that stuff we sold last year is going live here in the second half. The one that Tom mentioned that signed here the 1st of July will probably more likely impact us as we get into the second half of next year. But again, in terms of publishing win rates, we don't have those statistics to provide. We do think we're taking share, though. We're gaining share. We are winning deals that we needed to win. And as Scott mentioned, we really haven't seen the bulk of the impact from those larger deals quite yet. The really big one we've been talking about, it is live, but it is not completely cut over. So second half, you'll see more impact than we saw in this quarter.","The speaker acknowledges recent successes in Biller but notes that they have not yet published win rates or statistics. They anticipate that the impact of larger deals will be more significant in the second half of the year, suggesting ongoing growth and market share gains.",4,0,0.99999975,0.16666666,2,1,0.333333222,0.124999995,5,2,0.428571367,0.10447761,11,5,0.374999977,0.238805967,2,0,0,1,0,0
"ACI Worldwide, Inc.",Q1 2023,Technology and Communications,"So, it was good to see biller revenue net of interchange up about 7% year over year. Based on some of the new customer wins that you've talked about, do you think that for the full year that you can achieve that high single-digit growth goal within Biller Net of Interchange?","Yeah, Pete, this is Scott. Yeah, no, we're really happy with it too, I think, for a number of reasons. One is we're starting to see the benefit both at gross revenue and net revenue and profitability in the biller business. We're seeing the benefits of the interchange program initiatives that we've put in place that combined with the go lives that we saw from late last year. So we're going to get a full year benefit of those go lives this year. So we're real happy with, we believe billers really kind of turned the corner in terms of both growth rate as well as we're starting to see the interchange initiatives that we put in place. should start to see sequential benefit as well as comparable benefit on the interchange as a percentage of the gross revenue there. So definitely benefit both sides, both from go-lives as well as the interchange improvement initiatives taking hold.   Yeah, just to add one thing. We talked last time about the new customer that we had signed. It's our largest bill or deal ever. That actually went live three days ago. Um, and we, we phase it in, you know, we try to manage the risk. So it's in what we call the friends and family phase right now, but it's going, it's going well and we should see that ramp up over the next, uh, next few months. And, and that, that will be even more helpful.","The speaker is optimistic about achieving high single-digit growth in Biller revenue net of interchange for the full year, citing benefits from new customer wins and successful interchange program initiatives. They highlight a recent major customer deal that has just gone live, which is expected to further enhance growth in the coming months.",2,0,0.9999995,0.099999995,2,0,0.9999995,0.099999995,10,1,0.818181744,0.12643678,19,3,0.727272694,0.25287356,0,0,0,2,0,0
"ACI Worldwide, Inc.",Q1 2023,Technology and Communications,"Just curious, no repurchases in the quarter. Is that something thinking more about working capital needs or was potentially blacked out of repurchase in the quarter?","Yeah, generally, yeah, you're correct. We didn't have any in the quarter. We still have $200 million remaining on the authorization and no real change in the ideas there on capital allocation.",The lack of repurchases in the quarter was not due to working capital needs or a blackout period; the company still has $200 million left in its repurchase authorization with no changes to its capital allocation strategy.,0,0,0,0,1,1,0,0.249999969,0,1,-0.999999,0.071428566,4,0,0.99999975,0.285714265,0,0,0,0,0,0
"ACI Worldwide, Inc.",Q1 2023,Technology and Communications,I just wanted to ask about the Fed's real-time payment system and kind of how ACI is thinking about the primary opportunity there and any other recent developments or updates you can highlight.,"Sure. So FedNow goes live in July, and we've been involved with the Fed as they've been plotting this launch for some time. We're in the final stages of testing and we're in very good shape for the go-live for our customers and we've got a pretty good pipeline as well of new opportunities driven by our position with FedNow. That's where we are. We should, you know, obviously no volumes at this point because it hasn't launched, but we should start to see them immediately after the launch. And I think we're in very good shape, and we've been a leader in this process throughout.","The Fed's real-time payment system, FedNow, is set to launch in July, and ACI is in the final testing stages, anticipating new opportunities post-launch. They are well-prepared and have been actively involved in the development process.",1,0,0.999999,0.062499996,3,1,0.499999875,0.249999984,2,0,0.9999995,0.047619046,4,4,0,0.190476186,0,0,0,0,0,0
"ACI Worldwide, Inc.",Q1 2023,Technology and Communications,"And then following the rate hike. Yesterday, how's ACI kind of thinking about the macro environment through the rest of the year? And is there any, like, trends or shifts in consumer behavior that we should be thinking about?","Yeah, but generally, you know, if you look at – we have to remember in our products that are generally non-discretionary across all three segments. You know, the only place that we really see kind of consumer behavior impacts directly would probably be in the biller and merchant segments. But again, the biller, even our biller verticals are non-discretionary payment types. And I would say at this point, we're not seeing any change. And on the merchant side, we're very heavily e-commerce driven. And so just the secular growth is stronger in e-commerce versus in-store. So we're not seeing any trends now. As a matter of fact, if you look at our Q1 recurring revenue growth, which is a lot closer tied to in-quarter transactions. That was up 9% year over year. That's actually a little bit stronger than we were expecting at this point. So overall, we're not seeing anything, and the recurring revenue growth year over year is a bit stronger than where we thought we'd be at this point in the year.","ACI is not observing significant changes in consumer behavior following the recent rate hike, as their products are mostly non-discretionary. They report stronger-than-expected recurring revenue growth, particularly in e-commerce, indicating stable demand.",0,0,0,0,3,0,0.999999667,0.176470578,3,0,0.999999667,0.041666666,11,5,0.374999977,0.222222219,0,0,0,1,0,0
"ACI Worldwide, Inc.",Q1 2023,Technology and Communications,"Can you talk about sort of conversations you're having with bank customers in the U.S. about FedNow and real-time payments, like how quickly are banks expecting to connect, given you've overseen a lot of these go-lives across the world? What are your expectations for when adoption hits a critical mass in the U.S.? ? And can you talk about the competitive landscape in the U.S. and what sort of gives you the right to win?","Sure. So on the FedNow point, we expect adoption to begin immediately. I think the big question is how quickly will consumers really ramp up their use of it. I think it'll take some time. We've seen this in other parts of the world. Largely, those will... start to cannibalize cash transactions. Obviously, I don't know exactly how quickly, but it's a high value add transaction type for certain consumers, and I think we will see that adoption ramp up. I don't know exactly how fast, but we're ready for it, and our customers will be ready for it in terms of connecting that's sort of built into the implementation process. They'll have the ability to use it as soon as it's available.   And then you were talking about, I think your other question was, what gives us the right to win in our current environment? I think the products we have are rock solid, proven. We continually invest in our products and we really understand. We are very focused, obviously, on payments, and that is becoming a more and more important part of our customer's business. And I probably talked about this last time, I don't remember specifically, but one of the things I talk about a lot is that payments historically tended to be a cost center. So people thought about the costs of facilitating the movement of money. Well, now it's quite different. And now consumers and commercial customers see the ability to facilitate payments the way they want it to be an absolute must-have. So they want flexibility, they want choice, they want reliability and speed, and ACI is perfectly positioned for that. So when we go, when I go and talk to customers and potential customers, there's never a question about whether ACI is a good choice for them. Whether ACI can do it, there's no doubt about that. We are the usual suspect, so to speak. And what we do is we sit and talk to the customers about what we can do to expand their business, what we can do to help them meet their strategic objectives, which those are some great conversations. I think I mentioned a few minutes ago that I sat down with a central bank, and even a central bank, is looking for ways to increase the value that they add to the consumers in their country, in their economy. And that type of conversation is fantastic. And as I said, there was no discussion about whether we would be a good partner. It was how can we help them. And we're very good at helping customers and prospective customers understand how we can add value.","The speaker expects immediate adoption of FedNow and real-time payments in the U.S., though consumer usage may take time to ramp up. They believe their proven products and focus on customer needs position them well in the competitive landscape, facilitating valuable conversations with clients about enhancing their payment strategies.",1,1,0,0.060606059,6,4,0.19999998,0.303030294,5,7,-0.166666653,0.069767441,35,12,0.489361692,0.273255812,0,0,0,2,0,0
"ACI Worldwide, Inc.",Q1 2023,Technology and Communications,"And then can you talk about sort of real-time payments and how that can impact the biller business? So as I understand it, bill pay is one of the first use cases. But does your experience in real-time connectivity and sort of managing the infrastructure translate into any advantage on the bill pay side? Like, could you gain some sort of competitive advantage because of real-time payment adoption in bill pay?","I think so, yes. It is clearly a That is clearly a good use case for real-time payments. I mean, think about someone who's, you know, for whatever reason, needs to make an immediate payment to keep their electricity on or restore their gas or whatever it might be. Today, that can be a little bit cumbersome, and it can be quite expensive. Real-time payments makes that easier, quicker, less expensive. So definitely a good use case. Because we have the ability and we build it in to our products to be able to connect to all types of payment rails, I think it does give us an advantage, and we do talk about that with our customers. Now, it's not just us, of course. We have to help our customers be ready to... to facilitate those kind of payments as well, which we are doing. We're working with them. But I think over the medium to long term, absolutely, I think that's an advantage for us. I think we're very well positioned because of our presence around the world with real-time payments.","The question addresses the impact of real-time payments on the biller business, specifically regarding competitive advantages in bill pay. The answer affirms that real-time payments enhance the ease and cost-effectiveness of urgent payments, providing a competitive edge due to their ability to connect with various payment systems and their global presence.",2,0,0.9999995,0.071428569,11,4,0.466666636,0.535714267,4,2,0.333333278,0.088235293,19,6,0.519999979,0.367647053,1,0,0,1,2,0
"ACI Worldwide, Inc.",Q1 2023,Technology and Communications,"Can you sort of address the weakness in merchants? this quarter and what gives you confidence that you can still get to low double-digit growth in that segment? Like I get the one-time recurring conversion, but the recurring segment was down as well. So just any detail there would be helpful.","Yeah, no, I think you hit it there. A lot of it is the decline is coming from the license fee. In that segment, the customer segment of ours, a lot of that business has shifted towards more of a SAS or recurring type payment So most of that year-over-year decline is coming from that shift from license to recurring. But you should see that year starting in Q2 flip positive and then further positive in the second half of the year. So exit at a double-digit rate of growth as we enter 2024.","The decline in the merchant segment is primarily due to a shift from license fees to recurring payments, but confidence remains high for a turnaround starting in Q2, with expectations of achieving low double-digit growth by the end of the year.",1,1,0,0.111111105,4,4,0,0.44444442,2,2,0,0.117647055,5,4,0.111111099,0.264705875,0,0,0,0,0,0
"Axcelis Technologies, Inc.",Q4 2024,Technology and Communications,"Maybe the first question, I want to get a sense of your assessment, slightly better second half for the year. I heard you are guiding, I mean, roughly speaking, slattish into Q2, but what are some of the factors that you're seeing that could get your second half slightly higher than the first half?","Hi, Charles. It's Russell. Thank you for your question. So, you know, I think, you know, why do we believe the second half is going to be stronger than the first half? So this view is based on our backlog, our conversations with customers, and our own internal work. So, you know, obviously we're continuing to monitor bookings for the course of the year. They seem to have actually stabilized, and I'd say at this stage of the quarter, we're actually ahead of bookings compared to, say, Q4. So that's giving us some encouragement there. Each and every one of the tools in the forecast now actually belongs to a customer project. With the turn of the year, customers have put their budgets in place. They begin to formalize and stabilize their plans for the year, and that's allowing us to work with the customers to make sure we understand their shipping plan. I would say that we have fairly good confidence that the second half is going to be better than the first half.   Yeah, and just to add into that, you know, although we're not giving specific revenue figures for 2025, Charles, and, you know, as I said in the prepared remarks, we do expect a slight uptick in the second half of 25. But, you know, again, all the factors Russell just mentioned, our backlog, the customer conversations, it doesn't take a whole lot of incremental systems for us to sort of be in and around that $800 million number for the full year period. And Charles, as you know, the secular drivers are still very much intact. This is a cycle. We've been through many, many cycles. So, you know, we do expect the cycle to disappear, start to see growth again. And, you know, we'd like to think that 2026 will be a growth year for us as well. So we'd like to see the second half of 25 be better than the first half. And we'd like to see some of that strength continue into 2026.","The speaker believes the second half of the year will be stronger than the first due to a stable backlog, positive customer interactions, and improved bookings. They express confidence in achieving growth, with expectations for continued strength into 2026.",1,1,0,0.099999995,3,3,0,0.299999985,8,2,0.59999994,0.082644627,32,4,0.777777756,0.297520659,3,0,0,1,0,0
"Axcelis Technologies, Inc.",Q4 2024,Technology and Communications,"Maybe another question. Maybe this is not a big part of the business. I do want to ask about memory. It sounds like you guys still think the vast majority of the memory revenue in 2025 is going to come from DRAM. But over the course of the last couple of weeks, we did hear a little bit more positive Commentary from some of your peers on NAND side of the spending, but sounds like you're not expecting a pickup in NAND. Wonder if this is still a difference between Greenfield versus Note Upgrade, or maybe there's some hope that maybe at some point you're going to see some upside in NAND. I just want to get your thoughts on that.","Right, so we do believe that NAND is still going to be very muted in 2025. So yes, you're correct. What we're seeing in 2025, which we are seeing an improved memory situation in 25 relative to 24, albeit 24 is a low base. Thinking specifically about NAND, we only sell more implanters to memory in general, both DRAM and NAND, when they expand the number of wafers out. So if they change the technology node, and in terms of NAND, they put more and more layers on, that might be great for depth and edge. It's not really helping the number of wafers out. So right now, I'd say that, you know, Customers in the quiet times, they use that time to do node changes, and those node changes may drive some revenue to our peers. But until we start to see more capacity, and bear in mind, a lot of these customers do have actually capacity planned, but until they start filling those new factories, we won't start to see the benefits of that.","The respondent believes that NAND memory revenue will remain subdued in 2025, with improvements expected primarily in DRAM. They note that while customers may change technology nodes during quiet periods, significant revenue growth will depend on increased wafer capacity and factory utilization.",1,1,0,0.041666666,11,5,0.374999977,0.333333326,3,1,0.499999875,0.062499999,13,1,0.857142796,0.218749997,4,0,0,3,0,0
"Axcelis Technologies, Inc.",Q4 2024,Technology and Communications,"Maybe a last question about export control. I recognize some of the expected China weakness probably has very little to do with export control, but you are actually seeing potentially the impact that could be at low end of your previously guided range. Wonder what's the reason for that, and what do you see, why you feel like you are able to actually shift some of the I don't know if it's a product or service, but that you are able to sell a little bit more than you thought.","Yeah, no, Charles, thanks for the question on that. In the 8K that we prepared, you know, we ultimately, you know, that was a preliminary estimate based on our, you know, review of the rules. And out of an abundance of caution, we included some system shipments in that number to build us up to the high end. So you may recall the low-end represented 8K. sort of the CS&I impact and the high end included some incremental systems that could be at risk based on the interpretation of the rules. Since then, we've received some incremental information and data that provides confidence in our ability to be able to deliver on those system shipments, which is why we're now predicting the impact to be closer to the low end of that range, and that low end of the range has already been baked into our guidance for the full year.","The question inquires about the impact of export control on expected weakness in China and the ability to sell more products or services than initially thought. The answer explains that initial estimates included cautious projections, but new information has increased confidence in system shipments, leading to a revised prediction closer to the low end of the previously guided range.",0,2,-0.9999995,0.066666664,9,3,0.499999958,0.399999987,3,3,0,0.103448274,10,2,0.666666611,0.206896548,3,0,0,5,0,0
"Axcelis Technologies, Inc.",Q4 2024,Technology and Communications,"I wanted to start just focused on some of the near-term dynamics. So what are the things that you're seeing in the business that might indicate that the first quarter would be a bottom for the digestion that's occurring, and alternatively, what might be indicating that that may play out more in the second quarter. And related to digestion, since power in general, mature digestion is mostly in China, Does that mean there are some more positive things going on in other GOs or just an easier base coming off of the second half of last year?","Hey, Craig. Thanks for the question. So I think we've said that we believe the first half will be, you know, will be lower than the second half. We haven't kind of broken it down into quarters at this point. we do think that um you know obviously there's a lot of digestion in in mature technologies in china that digestion isn't necessarily just over supply in some cases it's getting to grips with the technology ramping and making sure the yield holds together so as you know china certainly has ambitions to be very self-sufficient they're not close to that at this stage so i think right now really it's all about kind of getting the technology under control before ramping Outside of China, I'd say that, you know, we have, it's been resilient, let's say. I'd say that we do see a business outside of China still actually holding together for 2025. And obviously, you've heard about automotive. And, you know, in general, IGBTs have been very soft. But I'd say, in general, we're actually seeing, you know, positive spots from the U.S., from Europe, from Korea, and other locations.   Yeah, just to add to that, right, I guess each of the, based on our customer conversations and what we're hearing, right, each of them are at a different point in their investment cycle, you know, Craig, and so, you know, get some who are continuing to push ahead, you know, and we think about this in the vein of silicon carbide, right, that we still have customers outside of China who are pushing ahead with their investments and building out capacity. We have others who are being a little bit more cautious in the spend of those CapEx dollars in 2025. But that mix, as you noted, relative to where we were in 24, you know, 2025 outside of China is still going to be relatively resilient, as Russell noted. You know, we are seeing a bit of weakness in that silicon IGBT market, you know, and so I think that the level of digestion there is a little bit greater in the silicon IGBT space. smaller portion of the business for us coming into 2025 relative to where we had been historically. And then generally speaking, memory is, again, looks like there's some, again, continued uptick relative to where we were in 2024. We do expect memory, specifically in DRAM, to be good for us.   Yeah, and just kind of going to build on that. So we mentioned IGBT power is down. So when we look at our power business, In 2024, we were up in silicon carbide relative to 2023. And even into 2025, we believe that it's still going to be a resilient market for us. So, you know, it's the silicon IGBT bit that is soft. The silicon carbide part, you know, it seems to be remaining resilient for us.","The discussion focuses on the business outlook for the first and second quarters, suggesting that while the first half may be weaker due to ongoing challenges in technology ramping, there are positive signs outside of China, particularly in silicon carbide and memory markets. Overall, the sentiment indicates resilience in certain sectors despite softness in the silicon IGBT market.",2,0,0.9999995,0.074074071,8,0,0.999999875,0.296296285,2,3,-0.19999996,0.026737968,38,20,0.310344822,0.310160426,3,0,0,4,0,0
"Axcelis Technologies, Inc.",Q4 2024,Technology and Communications,"Jamie, I wanted to follow up with some of the full-year color that was provided on the shape of potential revenues to see if you could provide some color, not precise guidance, but some color on what the contours of gross margin and OPEX would look like, especially on the former. Does it look like 2025 can be a year where the business realizes another material gain in gross margin year-on-year?","Yeah, so coming into the quarter, we expect gross margins to be at the low point in Q1 here. There's some cost absorption flowing through as well as mix within the period and a little bit lower CS&I. We saw some nice volumes in CS&I in the fourth quarter, Craig, specifically in the upgrade space as customers were going through and getting those throughput efficiencies and better utilizing the factory footprint they have. That That","Jamie indicates that gross margins are expected to be at their lowest in Q1, influenced by cost absorption and product mix, but notes positive trends in customer upgrades that could lead to improved efficiencies. Overall, there is potential for a material gain in gross margin for 2025.",0,0,0,0,6,2,0.499999938,0.275862059,2,0,0.9999995,0.071428569,7,5,0.166666653,0.428571413,1,0,0,0,0,0
"Axcelis Technologies, Inc.",Q3 2024,Technology and Communications,"Can you just frame up what you've seen with orders on an end-use basis and maybe a geographic basis? Starting with the momentum that existed in the business exiting 2Q, how things played out in 3Q, and what you've seen fourth quarter to date.","Yeah so um craig thanks for the question and good morning um you know as we look at it and as we said in our commentary um uh in the prepared remarks we the softness uh that we're seeing in the general mature and power space um is driving the the lower order activity and as a result that's really informing um you know our view our preliminary view on the first half of 2025 uh with that being lower than the second half of 2024 You know, as we entered the quarter, we did have an expectation for bookings to be higher, but we continue to see that order activity. Although there's a lot of discussions, we see the placement of those purchase orders continue to push out.","The speaker notes a decline in order activity, particularly in the mature and power sectors, impacting their outlook for early 2025, which is expected to be weaker than late 2024. Despite initial expectations for higher bookings, order placements are being delayed.",0,0,0,0,3,1,0.499999875,0.19999999,1,1,0,0.038461538,15,3,0.66666663,0.346153839,1,0,0,1,0,0
